Student ID,ENROLLMENT MONTH,ENROLLMENT YEAR,PRE-U,COURSES,TYPE OF SPONSOR ,YTN PBU,NATIONALITY,CGPA,EXCEED,DROPOUT,UNEMPLOYMENT RATE,GDP (B),GDP GROWTH RATE (%),INFLATION RATE,IPTS ENROLLMENT,UNITEN INTAKE
0490682,September,2011,Diploma,Business,Sponsored,,Local,2.72,No,0,3.05,297.95,5.29 ,3.17,54244,544
0491363,September,2002,Diploma,Computing,Private,,Local,2.27,No,0,3.48,100.85,5.39 ,1.81,28626,282
0492531,January,2000,Diploma,Computing,Private,,Local,3.93,No,0,3.00,93.79,8.86 ,1.53,25951,255
0493292,January,2006,Diploma,Engineering,Private,,Local,3.17,No,0,3.32,162.69,5.58 ,3.61,43490,439
0494187,January,1997,Diploma,Engineering,Loan,No,Local,1.45,Yes,1,2.45,100.01,7.32 ,2.66,15036,156
0495147,January,2000,Foundation,Business,Private,,Local,1.15,Yes,1,3.00,93.79,8.86 ,1.53,25951,255
0496225,January,1997,Diploma,Business,Sponsored,,Local,3.29,No,0,2.45,100.01,7.32 ,2.66,15036,156
0497754,January,2020,Foundation,Business,Private,,Local,2.09,No,0,4.54,337.34,3.09 ,-1.14,70048,704
0498509,January,2022,Foundation,Computing,Sponsored,,Local,2.94,No,0,3.73,406.31,8.69 ,3.38,63905,695
0499588,January,2009,Diploma,Engineering,Sponsored,,Local,2.21,No,0,3.66,202.26,-1.51 ,0.58,52034,520
0500530,September,1997,Foundation,Computing,Private,,Local,1.53,Yes,1,2.45,100.01,7.32 ,2.66,15036,156
0501843,September,2006,Diploma,Business,Sponsored,,Local,2.12,No,0,3.32,162.69,5.58 ,3.61,43490,439
0502319,September,2013,Foundation,Computing,Private,,Local,3.29,No,0,3.16,323.28,4.69 ,2.11,38127,481
0503957,September,2013,Diploma,Computing,Loan,No,Local,3.55,No,0,3.16,323.28,4.69 ,2.11,38127,481
0504856,January,2010,Foundation,Engineering,Loan,No,Local,2.30,No,0,3.39,255.02,7.42 ,1.62,49593,491
0505755,January,2010,Foundation,Computing,Private,,International,2.60,No,0,3.39,255.02,7.42 ,1.62,49593,491
0506249,January,2015,Diploma,Computing,Private,,Local,2.76,No,0,3.10,301.35,5.09 ,2.1,90558,905
0507508,January,2005,Diploma,Business,Private,,Local,2.34,No,0,3.53,143.53,5.33 ,2.98,34676,346
0508192,January,2020,Foundation,Engineering,Private,,Local,3.99,No,0,4.54,337.34,3.09 ,-1.14,70048,704
0509103,January,1997,Diploma,Computing,Sponsored,,International,3.76,No,0,2.45,100.01,7.32 ,2.66,15036,156
0510173,January,2010,Foundation,Business,Loan,Yes,Local,2.58,No,0,3.39,255.02,7.42 ,1.62,49593,491
0511420,January,1997,Foundation,Business,Sponsored,,Local,2.30,No,0,2.45,100.01,7.32 ,2.66,15036,156
0512122,September,2006,Foundation,Engineering,Loan,No,Local,3.98,No,0,3.32,162.69,5.58 ,3.61,43490,439
0513908,September,2022,Foundation,Computing,Loan,No,Local,2.03,No,0,3.73,406.31,8.69 ,3.38,63905,695
0514677,September,2009,Foundation,Computing,Loan,No,Local,1.33,Yes,1,3.66,202.26,-1.51 ,0.58,52034,520
0515675,September,2022,Diploma,Computing,Private,,Local,3.78,No,0,3.73,406.31,8.69 ,3.38,63905,695
0516645,January,2020,Diploma,Engineering,Sponsored,,Local,3.59,No,0,4.54,337.34,3.09 ,-1.14,70048,704
0517213,January,2019,Foundation,Business,Sponsored,,Local,3.26,No,0,3.26,365.18,4.41 ,0.66,75854,758
0518632,January,2003,Foundation,Business,Loan,Yes,Local,2.34,No,0,3.61,110.2,5.79 ,1.09,36279,367
0519757,January,2017,Foundation,Engineering,Loan,Yes,Local,3.28,No,0,3.41,319.11,5.81 ,3.87,91033,910
0520257,January,1998,Foundation,Engineering,Loan,No,Local,3.70,No,0,3.20,72.17,-7.36 ,5.27,18362,186
0521196,January,2006,Foundation,Engineering,Loan,No,Local,3.64,No,0,3.32,162.69,5.58 ,3.61,43490,439
0522541,January,1998,Foundation,Business,Private,,Local,3.79,No,0,3.20,72.17,-7.36 ,5.27,18362,186
0523391,January,2014,Diploma,Engineering,Loan,Yes,Local,2.93,No,0,2.88,338.07,6.01 ,3.14,50584,515
0524477,September,2004,Foundation,Business,Loan,Yes,Local,1.29,Yes,1,3.54,124.75,6.78 ,1.42,40742,407
0525635,September,2012,Foundation,Engineering,Private,,International,3.74,No,0,3.10,314.44,5.47 ,1.66,45525,455
0526912,September,1998,Foundation,Computing,Sponsored,,International,2.90,No,0,3.20,72.17,-7.36 ,5.27,18362,186
0527470,September,2005,Foundation,Engineering,Private,,Local,3.10,No,0,3.53,143.53,5.33 ,2.98,34676,346
0528873,January,2007,Diploma,Engineering,Sponsored,,Local,3.59,No,0,3.23,193.55,6.30 ,2.03,43625,456
0529380,January,2019,Diploma,Computing,Private,,Local,3.14,No,0,3.26,365.18,4.41 ,0.66,75854,758
0530154,January,2007,Foundation,Engineering,Private,,Local,3.39,No,0,3.23,193.55,6.30 ,2.03,43625,456
0531878,January,2014,Foundation,Engineering,Sponsored,,Local,2.59,No,0,2.88,338.07,6.01 ,3.14,50584,515
0532505,January,2018,Foundation,Engineering,Private,,Local,1.64,Yes,1,3.30,358.79,4.84 ,0.88,73840,738
0533711,January,2006,Foundation,Engineering,Loan,No,Local,2.94,No,0,3.32,162.69,5.58 ,3.61,43490,439
0534682,January,2015,Foundation,Engineering,Private,,Local,3.67,No,0,3.10,301.35,5.09 ,2.1,90558,905
0535782,January,2021,Foundation,Engineering,Sponsored,,Local,2.67,No,0,4.05,372.98,5.60 ,2.48,66184,661
0536115,September,2000,Diploma,Engineering,Loan,Yes,International,3.68,No,0,3.00,93.79,8.86 ,1.53,25951,255
0537134,September,2022,Foundation,Business,Private,,Local,3.86,No,0,3.73,406.31,8.69 ,3.38,63905,695
0538351,September,2008,Foundation,Business,Loan,Yes,Local,1.22,Yes,1,3.32,230.81,4.83 ,5.44,43261,436
0539169,September,2016,Foundation,Engineering,Private,,Local,2.37,No,0,3.44,301.26,4.45 ,2.09,80009,809
0540833,January,2003,Diploma,Engineering,Private,,Local,3.34,No,0,3.61,110.2,5.79 ,1.09,36279,367
0541786,January,2007,Foundation,Engineering,Sponsored,,Local,3.39,No,0,3.23,193.55,6.30 ,2.03,43625,456
0542756,January,2006,Foundation,Engineering,Loan,Yes,Local,3.28,No,0,3.32,162.69,5.58 ,3.61,43490,439
0543332,January,2019,Foundation,Computing,Sponsored,,International,3.99,No,0,3.26,365.18,4.41 ,0.66,75854,758
0544796,January,2003,Diploma,Engineering,Sponsored,,Local,2.42,No,0,3.61,110.2,5.79 ,1.09,36279,367
0545370,January,2012,Diploma,Computing,Sponsored,,International,3.71,No,0,3.10,314.44,5.47 ,1.66,45525,455
0546714,January,2003,Foundation,Business,Sponsored,,Local,2.35,No,0,3.61,110.2,5.79 ,1.09,36279,367
0547400,January,2019,Diploma,Business,Sponsored,,International,3.69,No,0,3.26,365.18,4.41 ,0.66,75854,758
0548624,September,2000,Foundation,Business,Sponsored,,Local,3.96,No,0,3.00,93.79,8.86 ,1.53,25951,255
0549430,September,2001,Diploma,Engineering,Sponsored,,Local,3.22,No,0,3.53,97.78,0.52 ,1.42,26858,281
0550864,September,2015,Diploma,Engineering,Private,,Local,3.58,No,0,3.10,301.35,5.09 ,2.1,90558,905
0551783,September,1999,Diploma,Business,Private,,Local,2.47,No,0,3.43,79.15,6.14 ,2.74,20655,205
0552666,January,2006,Foundation,Engineering,Loan,No,Local,3.29,No,0,3.32,162.69,5.58 ,3.61,43490,439
0553747,January,2011,Foundation,Business,Loan,No,Local,3.06,No,0,3.05,297.95,5.29 ,3.17,54244,544
0554233,January,2017,Diploma,Business,Private,,Local,2.22,No,0,3.41,319.11,5.81 ,3.87,91033,910
0555725,January,2002,Foundation,Business,Sponsored,,Local,2.79,No,0,3.48,100.85,5.39 ,1.81,28626,282
0556593,January,2003,Diploma,Business,Loan,Yes,Local,3.41,No,0,3.61,110.2,5.79 ,1.09,36279,367
0557387,January,2000,Diploma,Computing,Private,,International,2.89,No,0,3.00,93.79,8.86 ,1.53,25951,255
0558987,January,1999,Foundation,Computing,Loan,No,Local,2.22,No,0,3.43,79.15,6.14 ,2.74,20655,205
0559173,January,2007,Diploma,Business,Private,,Local,2.64,No,0,3.23,193.55,6.30 ,2.03,43625,456
0560682,September,2011,Diploma,Engineering,Sponsored,,Local,3.90,No,0,3.05,297.95,5.29 ,3.17,54244,544
0561334,September,1999,Diploma,Business,Private,,Local,1.37,Yes,1,3.43,79.15,6.14 ,2.74,20655,205
0562525,September,2020,Diploma,Computing,Sponsored,,Local,3.63,No,0,4.54,337.34,3.09 ,-1.14,70048,704
0563511,September,2003,Diploma,Engineering,Loan,No,Local,3.87,No,0,3.61,110.2,5.79 ,1.09,36279,367
0564684,January,2005,Foundation,Business,Loan,No,Local,2.92,No,0,3.53,143.53,5.33 ,2.98,34676,346
0565926,January,2002,Diploma,Computing,Private,,Local,2.54,No,0,3.48,100.85,5.39 ,1.81,28626,282
0566154,January,2001,Foundation,Business,Sponsored,,Local,3.30,No,0,3.53,97.78,0.52 ,1.42,26858,281
0567801,January,2001,Foundation,Business,Sponsored,,Local,2.80,No,0,3.53,97.78,0.52 ,1.42,26858,281
0568459,January,2007,Foundation,Engineering,Private,,Local,2.37,No,0,3.23,193.55,6.30 ,2.03,43625,456
0569191,January,2010,Diploma,Computing,Private,,Local,3.20,No,0,3.39,255.02,7.42 ,1.62,49593,491
0570673,January,2014,Foundation,Computing,Private,,Local,3.82,No,0,2.88,338.07,6.01 ,3.14,50584,515
0571857,January,1999,Diploma,Computing,Sponsored,,Local,3.52,No,0,3.43,79.15,6.14 ,2.74,20655,205
0572696,September,2018,Foundation,Computing,Private,,Local,1.47,Yes,1,3.30,358.79,4.84 ,0.88,73840,738
0573176,September,2011,Diploma,Engineering,Private,,Local,3.18,No,0,3.05,297.95,5.29 ,3.17,54244,544
0574282,September,2008,Diploma,Business,Private,,Local,2.01,No,0,3.32,230.81,4.83 ,5.44,43261,436
0575603,September,2018,Diploma,Business,Sponsored,,Local,3.13,No,0,3.30,358.79,4.84 ,0.88,73840,738
0576707,January,2019,Foundation,Engineering,Loan,No,Local,3.59,No,0,3.26,365.18,4.41 ,0.66,75854,758
0577906,January,2004,Diploma,Engineering,Loan,No,Local,3.23,No,0,3.54,124.75,6.78 ,1.42,40742,407
0578197,January,2018,Diploma,Business,Sponsored,,Local,2.21,No,0,3.30,358.79,4.84 ,0.88,73840,738
0579613,January,2007,Diploma,Computing,Sponsored,,International,2.79,No,0,3.23,193.55,6.30 ,2.03,43625,456
0580455,January,2006,Diploma,Business,Private,,Local,2.35,No,0,3.32,162.69,5.58 ,3.61,43490,439
0581592,January,1999,Diploma,Engineering,Private,,Local,2.03,No,0,3.43,79.15,6.14 ,2.74,20655,205
0582612,January,1999,Diploma,Computing,Loan,Yes,Local,1.24,Yes,1,3.43,79.15,6.14 ,2.74,20655,205
0583259,January,2022,Foundation,Business,Sponsored,,Local,2.50,No,0,3.73,406.31,8.69 ,3.38,63905,695
0584402,September,1998,Diploma,Engineering,Sponsored,,Local,1.31,Yes,1,3.20,72.17,-7.36 ,5.27,18362,186
0585212,September,2000,Foundation,Computing,Private,,Local,3.79,No,0,3.00,93.79,8.86 ,1.53,25951,255
0586927,September,1998,Foundation,Computing,Loan,No,Local,1.90,Yes,0,3.20,72.17,-7.36 ,5.27,18362,186
0587703,September,2016,Foundation,Engineering,Loan,No,Local,3.63,No,0,3.44,301.26,4.45 ,2.09,80009,809
0588439,January,2017,Foundation,Business,Loan,No,Local,2.78,No,0,3.41,319.11,5.81 ,3.87,91033,910
0589274,January,1997,Foundation,Business,Private,,Local,1.70,Yes,1,2.45,100.01,7.32 ,2.66,15036,156
0590605,January,2007,Foundation,Engineering,Private,,Local,2.20,No,0,3.23,193.55,6.30 ,2.03,43625,456
0591110,January,2007,Diploma,Engineering,Sponsored,,Local,3.45,No,0,3.23,193.55,6.30 ,2.03,43625,456
0592851,January,2013,Diploma,Engineering,Private,,Local,3.53,No,0,3.16,323.28,4.69 ,2.11,38127,481
0593173,January,2010,Diploma,Business,Sponsored,,Local,3.96,No,0,3.39,255.02,7.42 ,1.62,49593,491
0594374,January,2019,Diploma,Engineering,Sponsored,,Local,2.82,No,0,3.26,365.18,4.41 ,0.66,75854,758
0595754,January,1998,Diploma,Computing,Loan,Yes,Local,3.73,No,0,3.20,72.17,-7.36 ,5.27,18362,186
0596806,September,2005,Diploma,Business,Loan,No,Local,3.79,No,0,3.53,143.53,5.33 ,2.98,34676,346
0597986,September,2004,Foundation,Engineering,Private,,Local,2.17,No,0,3.54,124.75,6.78 ,1.42,40742,407
0598733,September,2018,Diploma,Computing,Private,,Local,2.36,No,0,3.30,358.79,4.84 ,0.88,73840,738
0599433,September,2005,Diploma,Computing,Loan,No,Local,2.82,No,0,3.53,143.53,5.33 ,2.98,34676,346
0600320,January,2004,Foundation,Computing,Sponsored,,Local,2.81,No,0,3.54,124.75,6.78 ,1.42,40742,407
0601642,January,2013,Diploma,Engineering,Loan,Yes,Local,3.22,No,0,3.16,323.28,4.69 ,2.11,38127,481
0602642,January,2011,Foundation,Engineering,Loan,Yes,Local,1.97,Yes,0,3.05,297.95,5.29 ,3.17,54244,544
0603807,January,1998,Foundation,Business,Sponsored,,Local,2.13,No,0,3.20,72.17,-7.36 ,5.27,18362,186
0604172,January,2012,Diploma,Business,Loan,Yes,Local,2.03,No,0,3.10,314.44,5.47 ,1.66,45525,455
0605963,January,2012,Foundation,Computing,Private,,Local,3.88,No,0,3.10,314.44,5.47 ,1.66,45525,455
0606543,January,2003,Foundation,Business,Private,,Local,3.41,No,0,3.61,110.2,5.79 ,1.09,36279,367
0607721,January,2017,Diploma,Computing,Sponsored,,Local,3.26,No,0,3.41,319.11,5.81 ,3.87,91033,910
0608229,September,2000,Foundation,Engineering,Sponsored,,Local,3.59,No,0,3.00,93.79,8.86 ,1.53,25951,255
0609366,September,2018,Foundation,Computing,Sponsored,,Local,2.20,No,0,3.30,358.79,4.84 ,0.88,73840,738
0610488,September,2016,Diploma,Business,Sponsored,,Local,2.31,No,0,3.44,301.26,4.45 ,2.09,80009,809
0611841,September,2010,Diploma,Engineering,Private,,Local,2.34,No,0,3.39,255.02,7.42 ,1.62,49593,491
0612373,January,2011,Diploma,Computing,Sponsored,,Local,1.86,Yes,0,3.05,297.95,5.29 ,3.17,54244,544
0613335,January,1998,Foundation,Engineering,Sponsored,,Local,2.71,No,0,3.20,72.17,-7.36 ,5.27,18362,186
0614694,January,2010,Foundation,Computing,Loan,Yes,Local,1.61,Yes,1,3.39,255.02,7.42 ,1.62,49593,491
0615987,January,1998,Foundation,Business,Loan,No,Local,3.55,No,0,3.20,72.17,-7.36 ,5.27,18362,186
0616672,January,2019,Diploma,Computing,Private,,Local,3.61,No,0,3.26,365.18,4.41 ,0.66,75854,758
0617138,January,2018,Foundation,Business,Private,,Local,3.85,No,0,3.30,358.79,4.84 ,0.88,73840,738
0618770,January,2008,Foundation,Business,Private,,International,1.52,Yes,1,3.32,230.81,4.83 ,5.44,43261,436
0619894,January,2002,Foundation,Business,Sponsored,,Local,3.32,No,0,3.48,100.85,5.39 ,1.81,28626,282
0620722,September,1998,Foundation,Computing,Loan,No,Local,3.57,No,0,3.20,72.17,-7.36 ,5.27,18362,186
0621598,September,2001,Foundation,Business,Loan,No,Local,3.07,No,0,3.53,97.78,0.52 ,1.42,26858,281
0622395,September,2016,Foundation,Business,Loan,No,Local,2.50,No,0,3.44,301.26,4.45 ,2.09,80009,809
0623310,September,2001,Foundation,Business,Private,,International,3.67,No,0,3.53,97.78,0.52 ,1.42,26858,281
0624250,January,2000,Diploma,Business,Private,,International,3.41,No,0,3.00,93.79,8.86 ,1.53,25951,255
0625786,January,1997,Diploma,Engineering,Loan,Yes,Local,2.21,No,0,2.45,100.01,7.32 ,2.66,15036,156
0626634,January,2004,Diploma,Business,Private,,Local,3.22,No,0,3.54,124.75,6.78 ,1.42,40742,407
0627241,January,2014,Foundation,Computing,Private,,Local,3.55,No,0,2.88,338.07,6.01 ,3.14,50584,515
0628900,January,2017,Diploma,Engineering,Sponsored,,Local,2.41,No,0,3.41,319.11,5.81 ,3.87,91033,910
0629604,January,2020,Diploma,Engineering,Private,,International,3.79,No,0,4.54,337.34,3.09 ,-1.14,70048,704
0630724,January,2006,Diploma,Business,Private,,Local,3.72,No,0,3.32,162.69,5.58 ,3.61,43490,439
0631935,January,2017,Foundation,Engineering,Private,,International,2.29,No,0,3.41,319.11,5.81 ,3.87,91033,910
0632212,September,2004,Foundation,Computing,Sponsored,,Local,2.99,No,0,3.54,124.75,6.78 ,1.42,40742,407
0633302,September,2011,Diploma,Computing,Private,,Local,3.30,No,0,3.05,297.95,5.29 ,3.17,54244,544
0634255,September,1997,Diploma,Engineering,Loan,No,Local,3.42,No,0,2.45,100.01,7.32 ,2.66,15036,156
0635869,September,2018,Diploma,Engineering,Sponsored,,Local,3.79,No,0,3.30,358.79,4.84 ,0.88,73840,738
0636686,January,1997,Diploma,Engineering,Loan,No,Local,3.20,No,0,2.45,100.01,7.32 ,2.66,15036,156
0637498,January,2009,Diploma,Engineering,Sponsored,,Local,2.85,No,0,3.66,202.26,-1.51 ,0.58,52034,520
0638661,January,2010,Diploma,Engineering,Sponsored,,Local,3.61,No,0,3.39,255.02,7.42 ,1.62,49593,491
0639468,January,2006,Foundation,Computing,Loan,No,Local,2.63,No,0,3.32,162.69,5.58 ,3.61,43490,439
0640173,January,2011,Foundation,Business,Private,,Local,2.39,No,0,3.05,297.95,5.29 ,3.17,54244,544
0641507,January,2014,Diploma,Computing,Private,,Local,3.46,No,0,2.88,338.07,6.01 ,3.14,50584,515
0642238,January,2007,Diploma,Engineering,Sponsored,,Local,3.02,No,0,3.23,193.55,6.30 ,2.03,43625,456
0643326,January,2016,Foundation,Engineering,Private,,Local,2.44,No,0,3.44,301.26,4.45 ,2.09,80009,809
0644992,September,1999,Foundation,Business,Sponsored,,Local,2.25,No,0,3.43,79.15,6.14 ,2.74,20655,205
0645404,September,2003,Diploma,Computing,Private,,Local,3.48,No,0,3.61,110.2,5.79 ,1.09,36279,367
0646171,September,2009,Foundation,Engineering,Sponsored,,Local,2.02,No,0,3.66,202.26,-1.51 ,0.58,52034,520
0647687,September,2011,Foundation,Computing,Sponsored,,Local,3.45,No,0,3.05,297.95,5.29 ,3.17,54244,544
0648435,January,2015,Diploma,Computing,Sponsored,,Local,2.15,No,0,3.10,301.35,5.09 ,2.1,90558,905
0649991,January,2002,Diploma,Engineering,Private,,Local,2.80,No,0,3.48,100.85,5.39 ,1.81,28626,282
0650488,January,1998,Diploma,Computing,Sponsored,,Local,2.86,No,0,3.20,72.17,-7.36 ,5.27,18362,186
0651908,January,2020,Foundation,Business,Private,,Local,2.85,No,0,4.54,337.34,3.09 ,-1.14,70048,704
0652216,January,2007,Foundation,Computing,Sponsored,,Local,3.62,No,0,3.23,193.55,6.30 ,2.03,43625,456
0653158,January,2019,Diploma,Computing,Private,,Local,2.59,No,0,3.26,365.18,4.41 ,0.66,75854,758
0654116,January,2009,Diploma,Engineering,Loan,No,Local,3.52,No,0,3.66,202.26,-1.51 ,0.58,52034,520
0655429,January,2006,Diploma,Business,Sponsored,,Local,3.21,No,0,3.32,162.69,5.58 ,3.61,43490,439
0656535,September,2009,Foundation,Computing,Loan,No,International,2.53,No,0,3.66,202.26,-1.51 ,0.58,52034,520
0657641,September,2002,Diploma,Business,Private,,Local,3.87,No,0,3.48,100.85,5.39 ,1.81,28626,282
0658199,September,2000,Foundation,Business,Sponsored,,Local,2.16,No,0,3.00,93.79,8.86 ,1.53,25951,255
0659462,September,2020,Foundation,Engineering,Sponsored,,International,3.23,No,0,4.54,337.34,3.09 ,-1.14,70048,704
0660541,January,2013,Diploma,Engineering,Private,,Local,2.46,No,0,3.16,323.28,4.69 ,2.11,38127,481
0661395,January,2010,Diploma,Engineering,Sponsored,,Local,3.99,No,0,3.39,255.02,7.42 ,1.62,49593,491
0662885,January,2009,Foundation,Computing,Loan,No,Local,2.65,No,0,3.66,202.26,-1.51 ,0.58,52034,520
0663319,January,2006,Diploma,Engineering,Loan,No,Local,3.39,No,0,3.32,162.69,5.58 ,3.61,43490,439
0664387,January,2013,Diploma,Computing,Sponsored,,Local,2.57,No,0,3.16,323.28,4.69 ,2.11,38127,481
0665451,January,2020,Diploma,Engineering,Loan,No,Local,1.55,Yes,1,4.54,337.34,3.09 ,-1.14,70048,704
0666947,January,2020,Diploma,Business,Loan,Yes,Local,1.55,Yes,1,4.54,337.34,3.09 ,-1.14,70048,704
0667977,January,2010,Foundation,Computing,Private,,Local,3.76,No,0,3.39,255.02,7.42 ,1.62,49593,491
0668783,September,2001,Diploma,Business,Loan,Yes,Local,2.05,No,0,3.53,97.78,0.52 ,1.42,26858,281
0669731,September,2005,Diploma,Business,Private,,Local,1.84,Yes,0,3.53,143.53,5.33 ,2.98,34676,346
0670987,September,2014,Foundation,Engineering,Loan,No,Local,2.74,No,0,2.88,338.07,6.01 ,3.14,50584,515
0671825,September,2018,Diploma,Engineering,Loan,Yes,Local,2.83,No,0,3.30,358.79,4.84 ,0.88,73840,738
0672868,January,2004,Foundation,Computing,Loan,Yes,International,1.34,Yes,1,3.54,124.75,6.78 ,1.42,40742,407
0673661,January,2017,Foundation,Engineering,Private,,Local,2.28,No,0,3.41,319.11,5.81 ,3.87,91033,910
0674499,January,2000,Diploma,Business,Sponsored,,International,2.24,No,0,3.00,93.79,8.86 ,1.53,25951,255
0675740,January,2005,Diploma,Engineering,Sponsored,,International,3.48,No,0,3.53,143.53,5.33 ,2.98,34676,346
0676646,January,2021,Diploma,Engineering,Loan,No,Local,2.13,No,0,4.05,372.98,5.60 ,2.48,66184,661
0677395,January,2007,Foundation,Engineering,Private,,Local,1.48,Yes,1,3.23,193.55,6.30 ,2.03,43625,456
0678632,January,2018,Diploma,Business,Private,,Local,3.47,No,0,3.30,358.79,4.84 ,0.88,73840,738
0679445,January,2020,Foundation,Engineering,Loan,No,International,2.60,No,0,4.54,337.34,3.09 ,-1.14,70048,704
0680659,September,2009,Foundation,Business,Sponsored,,Local,3.90,No,0,3.66,202.26,-1.51 ,0.58,52034,520
0681386,September,2013,Foundation,Business,Sponsored,,Local,2.03,No,0,3.16,323.28,4.69 ,2.11,38127,481
0682140,September,2018,Diploma,Business,Sponsored,,Local,2.07,No,0,3.30,358.79,4.84 ,0.88,73840,738
0683128,September,1997,Foundation,Computing,Sponsored,,Local,2.22,No,0,2.45,100.01,7.32 ,2.66,15036,156
0684849,January,2006,Foundation,Computing,Sponsored,,Local,1.73,Yes,1,3.32,162.69,5.58 ,3.61,43490,439
0685768,January,2002,Foundation,Engineering,Loan,Yes,Local,2.89,No,0,3.48,100.85,5.39 ,1.81,28626,282
0686479,January,2001,Foundation,Engineering,Sponsored,,Local,3.34,No,0,3.53,97.78,0.52 ,1.42,26858,281
0687131,January,2000,Foundation,Computing,Private,,Local,2.28,No,0,3.00,93.79,8.86 ,1.53,25951,255
0688447,January,2006,Foundation,Business,Loan,Yes,Local,2.55,No,0,3.32,162.69,5.58 ,3.61,43490,439
0689740,January,2000,Foundation,Business,Sponsored,,International,2.60,No,0,3.00,93.79,8.86 ,1.53,25951,255
0690641,January,2019,Foundation,Computing,Sponsored,,Local,2.81,No,0,3.26,365.18,4.41 ,0.66,75854,758
0691863,January,2001,Foundation,Computing,Loan,No,Local,2.61,No,0,3.53,97.78,0.52 ,1.42,26858,281
0692251,September,2017,Diploma,Engineering,Loan,No,Local,2.09,No,0,3.41,319.11,5.81 ,3.87,91033,910
0693259,September,2020,Foundation,Business,Sponsored,,Local,1.34,Yes,1,4.54,337.34,3.09 ,-1.14,70048,704
0694967,September,2012,Foundation,Engineering,Sponsored,,Local,3.37,No,0,3.10,314.44,5.47 ,1.66,45525,455
0695885,September,1999,Foundation,Computing,Loan,Yes,Local,2.24,No,0,3.43,79.15,6.14 ,2.74,20655,205
0696336,January,1997,Diploma,Computing,Sponsored,,International,2.33,No,0,2.45,100.01,7.32 ,2.66,15036,156
0697566,January,2002,Foundation,Computing,Sponsored,,Local,1.87,Yes,0,3.48,100.85,5.39 ,1.81,28626,282
0698944,January,2005,Foundation,Business,Sponsored,,Local,2.76,No,0,3.53,143.53,5.33 ,2.98,34676,346
0699650,January,1999,Foundation,Computing,Sponsored,,Local,3.46,No,0,3.43,79.15,6.14 ,2.74,20655,205
0700557,January,2021,Foundation,Business,Loan,Yes,Local,3.93,No,0,4.05,372.98,5.60 ,2.48,66184,661
0701698,January,2020,Diploma,Computing,Loan,Yes,Local,3.96,No,0,4.54,337.34,3.09 ,-1.14,70048,704
0702775,January,2010,Foundation,Computing,Private,,Local,3.95,No,0,3.39,255.02,7.42 ,1.62,49593,491
0703211,January,2015,Foundation,Engineering,Sponsored,,Local,3.82,No,0,3.10,301.35,5.09 ,2.1,90558,905
0704125,September,2005,Diploma,Computing,Loan,Yes,Local,2.76,No,0,3.53,143.53,5.33 ,2.98,34676,346
0705746,September,2010,Foundation,Computing,Private,,Local,2.71,No,0,3.39,255.02,7.42 ,1.62,49593,491
0706475,September,2006,Diploma,Computing,Private,,Local,3.15,No,0,3.32,162.69,5.58 ,3.61,43490,439
0707279,September,2003,Foundation,Computing,Private,,Local,2.99,No,0,3.61,110.2,5.79 ,1.09,36279,367
0708185,January,2015,Diploma,Business,Private,,Local,3.34,No,0,3.10,301.35,5.09 ,2.1,90558,905
0709892,January,2012,Diploma,Computing,Sponsored,,International,2.23,No,0,3.10,314.44,5.47 ,1.66,45525,455
0710382,January,2003,Diploma,Computing,Private,,International,3.89,No,0,3.61,110.2,5.79 ,1.09,36279,367
0711538,January,2013,Diploma,Computing,Private,,Local,2.64,No,0,3.16,323.28,4.69 ,2.11,38127,481
0712613,January,2006,Diploma,Computing,Private,,International,2.97,No,0,3.32,162.69,5.58 ,3.61,43490,439
0713289,January,2003,Foundation,Engineering,Private,,Local,3.88,No,0,3.61,110.2,5.79 ,1.09,36279,367
0714589,January,2016,Diploma,Engineering,Loan,Yes,Local,2.11,No,0,3.44,301.26,4.45 ,2.09,80009,809
0715649,January,2014,Diploma,Computing,Sponsored,,Local,3.30,No,0,2.88,338.07,6.01 ,3.14,50584,515
0716637,September,2002,Foundation,Computing,Sponsored,,Local,3.13,No,0,3.48,100.85,5.39 ,1.81,28626,282
0717503,September,2013,Foundation,Engineering,Loan,Yes,Local,1.85,Yes,0,3.16,323.28,4.69 ,2.11,38127,481
0718910,September,1999,Foundation,Computing,Sponsored,,Local,3.42,No,0,3.43,79.15,6.14 ,2.74,20655,205
0719999,September,2013,Foundation,Business,Sponsored,,Local,2.95,No,0,3.16,323.28,4.69 ,2.11,38127,481
0720793,January,2015,Diploma,Business,Sponsored,,Local,3.93,No,0,3.10,301.35,5.09 ,2.1,90558,905
0721198,January,2001,Diploma,Computing,Sponsored,,Local,2.15,No,0,3.53,97.78,0.52 ,1.42,26858,281
0722489,January,2013,Diploma,Computing,Private,,Local,3.18,No,0,3.16,323.28,4.69 ,2.11,38127,481
0723918,January,2006,Diploma,Business,Loan,No,Local,2.66,No,0,3.32,162.69,5.58 ,3.61,43490,439
0724760,January,2018,Diploma,Computing,Sponsored,,Local,2.27,No,0,3.30,358.79,4.84 ,0.88,73840,738
0725582,January,2015,Foundation,Engineering,Loan,Yes,Local,2.08,No,0,3.10,301.35,5.09 ,2.1,90558,905
0726137,January,2018,Foundation,Engineering,Private,,Local,2.00,Yes,0,3.30,358.79,4.84 ,0.88,73840,738
